"(Intercept)","dbh","I(dbh^2)","tmn","I(tmn^2)","wet","I(wet^2)","Year","df","logLik","AICc","delta","weight","cw","any_u_shaped"
4.1030521928727,0.165284357101532,-0.00184260112852324,NA,NA,-2.48058198641286,0.117366410407362,NA,8,-3163.08997811659,6342.22325148273,116.294793229936,3.83431722620743e-26,1,TRUE
5.19480569172452,0.0589549178778838,NA,-0.0589754582034518,NA,-2.33332834286372,0.110000852548576,NA,8,-3176.92113930486,6369.88557385928,143.957115606489,3.77477489765105e-32,1,TRUE
52.3543231215505,0.245685159329201,-0.00253506418125784,NA,NA,-0.176658541328139,NA,-0.0308159269183895,8,-3177.79556140797,6371.63441806548,145.705959812694,1.57446990608168e-32,1,FALSE
5.68742073328792,0.0590264281182544,NA,-0.187040351220778,0.00871464316659646,-2.33964744712633,0.110364929817204,NA,9,-3176.83609480272,6371.72632494378,145.797866690989,1.50375484299191e-32,1,TRUE
5.19897760655737,0.0615714478656423,NA,NA,NA,-2.42957626541512,0.114575739580046,NA,7,-3181.77090929194,6377.57548254541,151.647024292623,8.07325376800235e-34,1,TRUE
54.3759809842455,0.105781409956022,NA,-0.115813153351367,NA,-0.166469480845612,NA,-0.0305705145663566,8,-3194.03892084056,6404.12113693066,178.192678677875,1.38909834836894e-39,1,FALSE
53.5919183779526,0.105768245247366,NA,0.11268005391367,-0.0155293311327242,-0.168030347146981,NA,-0.0305886100683802,9,-3193.7782143746,6405.61056408754,179.682105834754,6.59641540464923e-40,1,FALSE
50.4968311654199,0.105902207319527,NA,NA,NA,-0.180438656450931,NA,-0.0289708933106607,7,-3212.70779903799,6439.44926203751,213.520803784716,2.96024802471394e-47,1,FALSE
-5.91908350922639,0.133970798941743,-0.00152917491838034,-0.0887840939793899,NA,-0.173866360392643,NA,NA,8,-3241.39558264114,6498.83446053184,272.906002279047,3.76700410605395e-60,1,FALSE
-6.64599011087739,0.133685834266983,-0.00152471785670831,0.114542780896294,-0.0138258656029517,-0.175103947839937,NA,NA,9,-3241.18958729729,6500.43330993294,274.504851680145,1.69359809864398e-60,1,FALSE
-18.4451656373074,NA,NA,-0.0745134811576955,NA,-2.1097540136295,0.0985276449984306,0.0121831105893272,8,-3245.1790243898,6506.40134402915,280.472885776362,8.56777828788344e-62,1,TRUE
-18.5015461020719,NA,NA,-0.0579493753827471,-0.00112723820985832,-2.10892492815259,0.098479784585,0.0121792706835551,9,-3245.17761275573,6508.40936084981,282.480902597015,3.13930062970737e-62,1,TRUE
61.8382792809057,0.256419521788847,-0.00266704630568536,-0.740078832878884,0.0394870591704523,NA,NA,-0.0348965699378252,9,-3248.64027915375,6515.33469364585,289.406235393062,9.8404735379769e-64,1,TRUE
59.7141454348831,0.255739731936326,-0.00265851016896025,-0.160742496262587,NA,NA,NA,-0.0348847951329796,8,-3250.33919414699,6516.72168354353,290.793225290741,4.91852596421115e-64,1,FALSE
-6.63804461165219,0.144831694097259,-0.0016718363866214,NA,NA,-0.184395466461345,NA,NA,7,-3252.28339735963,6518.60045868079,292.672000427997,1.92249018339282e-64,1,FALSE
-20.9982997314842,NA,NA,NA,NA,-2.24338697551988,0.10490131702669,0.0135474250569231,7,-3252.80959486545,6519.65285369242,293.72439543963,1.13589832130606e-64,1,TRUE
-4.702701264951,0.0467310947024677,NA,-0.097831603689549,NA,-0.176108203726961,NA,NA,7,-3253.16220148143,6520.3580669244,294.429608671607,7.98370258874112e-65,1,FALSE
-5.61617470659588,0.0466893895800037,NA,0.156571294715417,-0.0172940117726591,-0.177691622168833,NA,NA,8,-3252.84005222043,6521.72339969041,295.79494143762,4.03390909430007e-65,1,FALSE
-5.38649110769577,0.0500844131299002,NA,NA,NA,-0.187800465194663,NA,NA,6,-3266.45751616939,6544.9402727234,319.011814470606,3.66645352493279e-70,1,FALSE
4.12904877206679,NA,NA,-0.0972393422930348,NA,-1.76711383749864,0.081317376010538,NA,7,-3268.02980173983,6550.09326744118,324.164809188388,2.78796680649677e-71,1,TRUE
3.69788150005272,NA,NA,0.0151818806589573,-0.0076471817356766,-1.762069675991,0.081018280116105,NA,8,-3267.96552381324,6551.97434287603,326.045884623243,1.08847199092569e-71,1,TRUE
4.15958901737676,NA,NA,NA,NA,-1.90934592429804,0.0880269379388141,NA,6,-3281.33986430228,6574.70496898918,348.776510736391,1.26160822727587e-76,1,TRUE
54.5604271894516,0.263007405294576,-0.00278574459606356,NA,NA,NA,NA,-0.0329210228569151,7,-3285.74161880526,6585.51690157204,359.588443319252,5.66426003516001e-79,1,FALSE
60.0716139446639,0.109658175889204,NA,-0.728047354576479,0.0383781803929087,NA,NA,-0.0330885718677802,8,-3284.92144749942,6585.88619024839,359.957731995601,4.70926538818543e-79,1,TRUE
57.9963831175196,0.10947506745958,NA,-0.164961733486569,NA,NA,NA,-0.0330748626720051,7,-3286.49501055717,6587.02368507587,361.09522682308,2.66654736420015e-79,1,FALSE
-16.6641809941034,NA,NA,-0.112819303870439,NA,-0.175864448982861,NA,0.00667181866633037,7,-3304.264233629,6622.56213121952,396.633672966728,5.11533139271458e-87,1,FALSE
-17.8764614300924,NA,NA,0.2442140010539,-0.0242685648218728,-0.17822436037288,NA,0.00663647455829882,8,-3303.6310327549,6623.30536075936,397.376902506567,3.52763408652845e-87,1,FALSE
-3.4191354095643,NA,NA,-0.123264512088709,NA,-0.173014584793588,NA,NA,6,-3311.50359297658,6635.03242633778,409.103968084989,1.00226737919739e-89,1,FALSE
-4.80458910584676,NA,NA,0.262828995961587,-0.0262368417431533,-0.17571802279174,NA,NA,7,-3310.76453027356,6635.56272450864,409.634266255854,7.68830866760175e-90,1,FALSE
-20.5162145605674,NA,NA,NA,NA,-0.1896537907072,NA,0.00826936682234295,6,-3321.7990939975,6655.62342837962,429.69497012683,3.38613535098077e-94,1,FALSE
52.9057821110781,0.110446326827069,NA,NA,NA,NA,NA,-0.031122935176747,6,-3323.08640423019,6658.198048845,432.269590592207,9.34614647772519e-95,1,FALSE
-4.18190691226322,NA,NA,NA,NA,-0.187404005854411,NA,NA,5,-3332.87816856734,6675.77436056515,449.845902312358,1.42555831335646e-98,1,FALSE
-5.38729888145205,0.149365286073766,-0.00177992996843781,-0.703116444551733,0.0385837081863765,NA,NA,NA,8,-3339.75489977656,6695.55309480268,469.624636549888,7.22915302524324e-103,1,TRUE
-7.43871370763665,0.148626181502102,-0.0017709542860103,-0.137020629140195,NA,NA,NA,NA,7,-3341.33715596424,6696.70797589001,470.779517637217,4.05796387166887e-103,1,FALSE
-4.09897872324681,0.0481513279106748,NA,-0.688059189044545,0.0368540722384464,NA,NA,NA,7,-3354.34735106467,6722.72836609086,496.799907838072,9.07929726514517e-109,1,TRUE
-6.06391104194367,0.0479024782441779,NA,-0.14734920944317,NA,NA,NA,NA,6,-3355.78629853415,6723.59783745292,497.669379200134,5.87826185241458e-109,1,FALSE
-8.73472799032459,0.167150135840516,-0.00201061758261028,NA,NA,NA,NA,NA,6,-3366.42055083279,6744.86634205019,518.937883797395,1.41531084897891e-113,1,FALSE
-7.29246890732503,0.054154422450475,NA,NA,NA,NA,NA,NA,5,-3384.75735205666,6779.53272754378,553.60426929099,4.19896130084551e-121,1,FALSE
-13.7827043898113,NA,NA,-0.629172045236788,0.0316429713337055,NA,NA,0.0054070771300725,7,-3405.20008114638,6824.43382625429,598.505368001498,7.46435302959223e-131,1,TRUE
-15.3910437197649,NA,NA,-0.164962164475198,NA,NA,NA,0.0053648203383535,6,-3406.25425257901,6824.53374554264,598.605287289846,7.10059878135531e-131,1,FALSE
-4.72465821421059,NA,NA,-0.172588549520635,NA,NA,NA,NA,5,-3410.60716777745,6831.23235898535,605.303900732564,2.49292691375805e-132,1,FALSE
-3.07549829726165,NA,NA,-0.625057177011909,0.0308417640158898,NA,NA,NA,6,-3409.60732965846,6831.23989970154,605.311441448749,2.48354538357274e-132,1,TRUE
-21.1284169977484,NA,NA,NA,NA,NA,NA,0.00765558984594217,5,-3442.36838348735,6894.75479040516,668.826332152374,4.00856402844029e-146,1,FALSE
-5.98709845447793,NA,NA,NA,NA,NA,NA,NA,4,-3450.77766344899,6909.56733890999,683.638880657204,2.43492049750764e-149,1,FALSE
