"with_CO2","what","site","sp","parameter","Value","Std.Error","DF","t.value","p.value"
FALSE,"log_core_measurement_dbh","NewMexico","PIST2","I(pre^2)",-0.0012249917607916,0.000150540019179009,1089,-8.13731635927945,1.0950836028204e-15
FALSE,"log_agb_inc_dbh","NewMexico","PIPO","(Intercept)",-8.81385991497261,0.385688794360439,2145,-22.8522582036329,1.24773980329663e-103
FALSE,"log_agb_inc_dbh","NewMexico","PIPO","dbh",0.0613593224600755,0.0177633984016339,2145,3.45425582834597,0.000562531861058413
FALSE,"log_agb_inc_dbh","NewMexico","PIPO","I(dbh^2)",-0.000871676962261393,0.000280265029524736,2145,-3.11018810923201,0.00189426325132937
FALSE,"log_agb_inc_dbh","NewMexico","PIPO","pet",-0.216212807268985,0.061852152712476,2145,-3.49563916189086,0.000482533829004927
FALSE,"log_agb_inc_dbh","NewMexico","PIPO","wet",-1.63809237977475,0.104148959758391,2145,-15.7283604519418,7.71505563316716e-53
FALSE,"log_agb_inc_dbh","NewMexico","PIPO","I(wet^2)",-0.287118211829823,0.0129305082769395,2145,-22.2047119634016,1.6957646876637e-98
FALSE,"log_agb_inc_dbh","NewMexico","PIST2","(Intercept)",-7.00468612444128,0.340987062204897,1088,-20.5423809312513,1.67361945996518e-79
FALSE,"log_agb_inc_dbh","NewMexico","PIST2","dbh",0.11202536227881,0.0231755189662468,1088,4.8337800953655,1.53194441770802e-06
FALSE,"log_agb_inc_dbh","NewMexico","PIST2","I(dbh^2)",-0.00161458344587126,0.000533067865061866,1088,-3.02885158099687,0.00251274958641735
FALSE,"log_agb_inc_dbh","NewMexico","PIST2","pet",-0.331816608213581,0.0618457450845956,1088,-5.36522937446556,9.87443696658149e-08
FALSE,"log_agb_inc_dbh","NewMexico","PIST2","wet",-0.278503701172852,0.108217640159952,1088,-2.57355178657756,0.010197540077175
FALSE,"log_agb_inc_dbh","NewMexico","PIST2","I(wet^2)",-0.0948800786814176,0.0134798095101136,1088,-7.03868097024897,3.42994852596425e-12
FALSE,"log_BAI_dbh","NewMexico","PIPO","(Intercept)",0.134388103076144,0.38382229744938,2145,0.350131047542561,0.726274727374732
FALSE,"log_BAI_dbh","NewMexico","PIPO","dbh",0.0233927465254462,0.0177443130600587,2145,1.31832359169213,0.18753609889458
FALSE,"log_BAI_dbh","NewMexico","PIPO","I(dbh^2)",-0.000536518038734477,0.000279975358426371,2145,-1.9163044981888,0.0554591146630322
FALSE,"log_BAI_dbh","NewMexico","PIPO","pet",-0.225722352338086,0.0610784007016585,2145,-3.69561661315661,0.000224850388596137
FALSE,"log_BAI_dbh","NewMexico","PIPO","wet",-1.63076800615063,0.102891589730731,2145,-15.8493809884596,1.38339131073159e-53
FALSE,"log_BAI_dbh","NewMexico","PIPO","I(wet^2)",-0.285762452706052,0.0127736364079598,2145,-22.3712687272029,8.27385007251671e-100
FALSE,"log_BAI_dbh","NewMexico","PIST2","(Intercept)",2.07460121027819,0.338013897144539,1088,6.13762104991519,1.17166433495903e-09
FALSE,"log_BAI_dbh","NewMexico","PIST2","dbh",0.060991397244338,0.0229201314673535,1088,2.66104046266976,0.00790464602220558
FALSE,"log_BAI_dbh","NewMexico","PIST2","I(dbh^2)",-0.00102151265537592,0.000527206140185246,1088,-1.93759627878572,0.0529310210617269
FALSE,"log_BAI_dbh","NewMexico","PIST2","pet",-0.329666980838638,0.0614350746051324,1088,-5.36610369495828,9.8279454013519e-08
FALSE,"log_BAI_dbh","NewMexico","PIST2","wet",-0.270030498614663,0.107490659126333,1088,-2.5121298986296,0.0121443325568793
FALSE,"log_BAI_dbh","NewMexico","PIST2","I(wet^2)",-0.0937927597606585,0.0133893691656663,1088,-7.00501708483524,4.31928218741514e-12
FALSE,"log_core_measurement","SCBI","CACO","(Intercept)",-0.109048922685384,0.135401496279009,1053,-0.805374576220907,0.420785376454342
FALSE,"log_core_measurement","SCBI","CACO","pet",-0.211187228580333,0.0449431104470687,1053,-4.69899004496043,2.96074055092136e-06
FALSE,"log_core_measurement","SCBI","CACO","pre",0.0165522750595909,0.00263092920101898,1053,6.29141789645274,4.60535794228539e-10
FALSE,"log_core_measurement","SCBI","CACO","I(pre^2)",-0.000326177265635669,6.17348946611031e-05,1053,-5.28351538341866,1.53968905298985e-07
FALSE,"log_core_measurement","SCBI","CAGL","(Intercept)",-0.167804809091156,0.0800004301848742,3224,-2.09754883446718,0.0360226939442324
FALSE,"log_core_measurement","SCBI","CAGL","pet",-0.0774079676128026,0.023433339531685,3224,-3.30332633588724,0.000965882431233819
FALSE,"log_core_measurement","SCBI","CAGL","pre",0.0034404640239555,0.000554544744084941,3224,6.20412340149871,6.20059487112934e-10
FALSE,"log_core_measurement","SCBI","CAOVL","(Intercept)",-0.222407148818152,0.146421310474501,2195,-1.51895340983773,0.128918239216608
FALSE,"log_core_measurement","SCBI","CAOVL","pet",0.305068066237714,0.148636385878858,2195,2.05244539843932,0.0402447403091185
FALSE,"log_core_measurement","SCBI","CAOVL","I(pet^2)",-0.13601393305126,0.0478533495101222,2195,-2.84230747572832,0.00452021309839525
FALSE,"log_core_measurement","SCBI","CAOVL","pre",0.00558931251100513,0.00142113688202929,2195,3.93298673877492,8.65004663919903e-05
FALSE,"log_core_measurement","SCBI","CAOVL","I(pre^2)",-0.000110249817435812,3.35094594481771e-05,2195,-3.29011029277613,0.00101732675111055
FALSE,"log_core_measurement","SCBI","CATO","(Intercept)",0.403211727884904,0.242961877423494,931,1.65956788019911,0.0973381910405544
FALSE,"log_core_measurement","SCBI","CATO","pet",-0.643737893450643,0.283611180296809,931,-2.26979025571894,0.0234482484112824
FALSE,"log_core_measurement","SCBI","CATO","I(pet^2)",0.161171082116134,0.0908137755741338,931,1.77474266538523,0.0762670938560167
FALSE,"log_core_measurement","SCBI","CATO","pre",0.00463459290218183,0.00266926351481319,931,1.7362815160294,0.0828448769927151
FALSE,"log_core_measurement","SCBI","CATO","I(pre^2)",-0.000131258929411698,6.20679974079849e-05,931,-2.11476018065973,0.0347156026417499
FALSE,"log_core_measurement","SCBI","FRAM","(Intercept)",0.124870432844225,0.105965320165262,4446,1.17840848920646,0.238696860412208
FALSE,"log_core_measurement","SCBI","FRAM","pet",0.206946271659832,0.105141093386394,4446,1.96827201424761,0.0490987893463705
FALSE,"log_core_measurement","SCBI","FRAM","I(pet^2)",-0.11252252495795,0.03448794987603,4446,-3.26266204173987,0.00111204857211864
FALSE,"log_core_measurement","SCBI","FRAM","pre",0.00296882214264036,0.000938375222201081,4446,3.16378999828725,0.00156779074919253
FALSE,"log_core_measurement","SCBI","FRAM","I(pre^2)",-5.63793452269115e-05,2.20522000087888e-05,4446,-2.55663132043251,0.0106020520099213
FALSE,"log_core_measurement","SCBI","FRNI","(Intercept)",-0.162256502888879,0.133394406675265,705,-1.21636661486021,0.224252378247848
FALSE,"log_core_measurement","SCBI","FRNI","pre",0.0018625586296763,0.00105064146462906,705,1.77278233572658,0.0766965260205667
FALSE,"log_core_measurement","SCBI","JUNI","(Intercept)",0.337828252135991,0.154831205112491,2379,2.18191321245963,0.0292134827101557
FALSE,"log_core_measurement","SCBI","JUNI","pet",0.14026398252185,0.178575711450395,2379,0.785459463566591,0.432262444959133
FALSE,"log_core_measurement","SCBI","JUNI","I(pet^2)",-0.128045305152858,0.0582497382994936,2379,-2.19821253950545,0.0280299676991657
FALSE,"log_core_measurement","SCBI","JUNI","pre",0.0121084120575016,0.00161309003026342,2379,7.50634609992864,8.5426884902333e-14
FALSE,"log_core_measurement","SCBI","JUNI","I(pre^2)",-0.000264548612776784,3.82786000961659e-05,2379,-6.91113604238839,6.15143295807573e-12
FALSE,"log_core_measurement","SCBI","LITU","(Intercept)",-0.157174583095353,0.109471256969255,6951,-1.43576119838922,0.151115302334143
FALSE,"log_core_measurement","SCBI","LITU","pet",0.43958860881253,0.105817035965886,6951,4.15423286808231,3.30290914449363e-05
FALSE,"log_core_measurement","SCBI","LITU","I(pet^2)",-0.185179725512423,0.0350737793334555,6951,-5.27971975166608,1.33301328743719e-07
FALSE,"log_core_measurement","SCBI","LITU","pre",0.00798572739459524,0.000901182712445376,6951,8.86138547079517,9.90351065574906e-19
FALSE,"log_core_measurement","SCBI","LITU","I(pre^2)",-0.000140732376281344,2.14571568979012e-05,6951,-6.55876158015647,5.81518844786312e-11
FALSE,"log_core_measurement","SCBI","QUAL","(Intercept)",0.367871368191981,0.0819613742734802,6203,4.48835041448312,7.30741578065115e-06
FALSE,"log_core_measurement","SCBI","QUAL","pet",-0.0892842284592419,0.0788994870452348,6203,-1.13161988503237,0.257838021682475
FALSE,"log_core_measurement","SCBI","QUAL","I(pet^2)",-0.039683301954243,0.025345611392703,6203,-1.56568730339122,0.117472850054948
FALSE,"log_core_measurement","SCBI","QUAL","pre",0.00619880959748795,0.000772784892733017,6203,8.02139075929054,1.24032287324428e-15
FALSE,"log_core_measurement","SCBI","QUAL","I(pre^2)",-0.000129097601662305,1.81559871804434e-05,6203,-7.11046997220627,1.28643511376803e-12
FALSE,"log_core_measurement","SCBI","QUMO","(Intercept)",0.126609821402967,0.0964459825076002,5493,1.31275371053418,0.189320795079236
FALSE,"log_core_measurement","SCBI","QUMO","pet",0.0539693558036926,0.0914180618342053,5493,0.590357689945022,0.554975155686576
FALSE,"log_core_measurement","SCBI","QUMO","I(pet^2)",-0.055567027566461,0.0297956354316187,5493,-1.8649384972503,0.0622433095316515
FALSE,"log_core_measurement","SCBI","QUMO","pre",0.00570325295657576,0.000838458845806621,5493,6.80206665491026,1.14093810574798e-11
FALSE,"log_core_measurement","SCBI","QUMO","I(pre^2)",-0.000108308644617998,1.97943078846909e-05,5493,-5.47170657589724,4.65460419271503e-08
FALSE,"log_core_measurement","SCBI","QURU","(Intercept)",0.498649394145355,0.0817531174435581,5373,6.09945418276703,1.13865242380533e-09
FALSE,"log_core_measurement","SCBI","QURU","pet",0.274098874357833,0.0720982672657189,5373,3.80174010767331,0.000145274966085331
FALSE,"log_core_measurement","SCBI","QURU","I(pet^2)",-0.141194886724273,0.0237063103554404,5373,-5.95600431308239,2.74888223693358e-09
FALSE,"log_core_measurement","SCBI","QURU","pre",0.00224114340094559,0.000636382828459168,5373,3.52169056222325,0.000432365729934546
FALSE,"log_core_measurement","SCBI","QURU","I(pre^2)",-3.62880861877009e-05,1.50414793558079e-05,5373,-2.41253438769566,0.0158753268148933
FALSE,"log_core_measurement","SCBI","QUVE","(Intercept)",0.507555493372851,0.0676658209547489,6469,7.50091384707023,7.18793763791604e-14
FALSE,"log_core_measurement","SCBI","QUVE","pet",0.261381434479288,0.0608242199244865,6469,4.29732489465206,1.75405912747963e-05
FALSE,"log_core_measurement","SCBI","QUVE","I(pet^2)",-0.126247141788004,0.0198604223913315,6469,-6.3567198773732,2.20151883676745e-10
FALSE,"log_core_measurement","SCBI","QUVE","pre",0.00396211165174457,0.000550120958277033,6469,7.20225541697923,6.59390650525578e-13
FALSE,"log_core_measurement","SCBI","QUVE","I(pre^2)",-6.53640075681854e-05,1.30229420768637e-05,6469,-5.01914292349575,5.32897363799886e-07
FALSE,"log_core_measurement","SCBI","FAGR","(Intercept)",0.137709430620137,0.0385876172922519,3904,3.5687466675427,0.000363006767158024
FALSE,"log_core_measurement","SCBI","FAGR","pre",0.0116373347907103,0.00093344160517564,3904,12.4671267342112,5.19262694103145e-35
FALSE,"log_core_measurement","SCBI","FAGR","I(pre^2)",-0.000191328233674575,2.29194959655033e-05,3904,-8.34783775186627,9.53719467532474e-17
FALSE,"log_core_measurement","SCBI","PIST","(Intercept)",-0.2250935408671,0.223258654696327,2153,-1.00821865639775,0.313462797735788
FALSE,"log_core_measurement","SCBI","PIST","pet",0.482003091778723,0.289242189950107,2153,1.66643424965724,0.0957724120663484
FALSE,"log_core_measurement","SCBI","PIST","I(pet^2)",-0.182526291995969,0.101076257247436,2153,-1.80582756986285,0.0710848904335557
FALSE,"log_core_measurement","SCBI","PIST","pre",0.022094831817137,0.00184726078388508,2153,11.9608622723361,5.72941100641548e-32
FALSE,"log_core_measurement","SCBI","PIST","I(pre^2)",-0.000506941660837379,4.40859491140096e-05,2153,-11.4989394812934,9.67595097256734e-30
FALSE,"log_core_measurement_dbh","SCBI","CACO","(Intercept)",-0.529470315884286,0.246406268677529,1051,-2.14876966696493,0.0318805607014017
FALSE,"log_core_measurement_dbh","SCBI","CACO","dbh",0.0594849865985517,0.030338130311088,1051,1.96073343968765,0.0501739316345968
FALSE,"log_core_measurement_dbh","SCBI","CACO","I(dbh^2)",-0.00156691208047704,0.000887963079765705,1051,-1.76461399824245,0.077919081702362
FALSE,"log_core_measurement_dbh","SCBI","CACO","pet",-0.207725795030909,0.0450001833464356,1051,-4.61610997074666,4.3928019405861e-06
FALSE,"log_core_measurement_dbh","SCBI","CACO","pre",0.0166674156952151,0.00263133592861426,1051,6.33420290961962,3.53062683836647e-10
FALSE,"log_core_measurement_dbh","SCBI","CACO","I(pre^2)",-0.000328304798855715,6.17354356298247e-05,1051,-5.3179311931041,1.2818934693995e-07
FALSE,"log_core_measurement_dbh","SCBI","CAGL","(Intercept)",-0.156590539175902,0.0821727250579363,2969,-1.90562670357466,0.0567951510727279
FALSE,"log_core_measurement_dbh","SCBI","CAGL","pet",-0.0779681550048497,0.0244444758094422,2969,-3.18960224848564,0.00143952388640353
FALSE,"log_core_measurement_dbh","SCBI","CAGL","pre",0.00345607125627599,0.000572327947572204,2969,6.03862046390803,1.74746027121871e-09
FALSE,"log_core_measurement_dbh","SCBI","CAOVL","(Intercept)",-0.250775086256695,0.148833590451971,2103,-1.68493607857711,0.0921492758611451
FALSE,"log_core_measurement_dbh","SCBI","CAOVL","pet",0.362182240242165,0.150434496371337,2103,2.40757438605134,0.0161445203090317
FALSE,"log_core_measurement_dbh","SCBI","CAOVL","I(pet^2)",-0.153461528598463,0.048470374482769,2103,-3.16608918821162,0.00156716317910976
FALSE,"log_core_measurement_dbh","SCBI","CAOVL","pre",0.00552444789547138,0.00143019192425614,2103,3.86273184862563,0.00011551765317348
FALSE,"log_core_measurement_dbh","SCBI","CAOVL","I(pre^2)",-0.000109240667265662,3.3743185354835e-05,2103,-3.23741419539722,0.00122494464027944
FALSE,"log_core_measurement_dbh","SCBI","CATO","(Intercept)",0.0648917051531868,0.452551105557313,859,0.143390888578812,0.886015107825901
FALSE,"log_core_measurement_dbh","SCBI","CATO","dbh",0.0715747449129489,0.0463801429651633,859,1.54321958357717,0.123145803787787
FALSE,"log_core_measurement_dbh","SCBI","CATO","I(dbh^2)",-0.0027308806228362,0.00132683722152046,859,-2.0581881323067,0.0398732606624674
FALSE,"log_core_measurement_dbh","SCBI","CATO","pet",-0.603836002747017,0.292406505404862,859,-2.06505666456002,0.0392171964813651
FALSE,"log_core_measurement_dbh","SCBI","CATO","I(pet^2)",0.144848700213273,0.0939762431932211,859,1.54133316348319,0.123604004247541
FALSE,"log_core_measurement_dbh","SCBI","CATO","pre",0.00464638305915075,0.00270317493923077,859,1.71886139950415,0.0859999013430204
FALSE,"log_core_measurement_dbh","SCBI","CATO","I(pre^2)",-0.000131277482761659,6.30011577159343e-05,859,-2.08373127607553,0.0374796957269881
FALSE,"log_core_measurement_dbh","SCBI","FRAM","(Intercept)",0.0981397690495772,0.102775490236979,4289,0.954894681828195,0.33968477439142
FALSE,"log_core_measurement_dbh","SCBI","FRAM","pet",0.185013488688629,0.105378710719016,4289,1.75570081875411,0.0792108824203181
FALSE,"log_core_measurement_dbh","SCBI","FRAM","I(pet^2)",-0.106239422769646,0.034534352710354,4289,-3.07634035190108,0.00210879630855607
FALSE,"log_core_measurement_dbh","SCBI","FRAM","pre",0.00300290507780057,0.000943388834883623,4289,3.18310432216532,0.00146746642687213
FALSE,"log_core_measurement_dbh","SCBI","FRAM","I(pre^2)",-6.13144821288456e-05,2.21769639551282e-05,4289,-2.76478251274189,0.0057204235337606
FALSE,"log_core_measurement_dbh","SCBI","FRNI","(Intercept)",-0.162256502888879,0.133394406675265,705,-1.21636661486021,0.224252378247848
FALSE,"log_core_measurement_dbh","SCBI","FRNI","pre",0.0018625586296763,0.00105064146462906,705,1.77278233572658,0.0766965260205667
FALSE,"log_core_measurement_dbh","SCBI","JUNI","(Intercept)",1.31425196793686,0.217146086810276,2283,6.05238614815633,1.66352984848318e-09
FALSE,"log_core_measurement_dbh","SCBI","JUNI","dbh",-0.0312341386787908,0.00412921334359331,2283,-7.56418622139062,5.62174559042223e-14
FALSE,"log_core_measurement_dbh","SCBI","JUNI","pet",0.150340528519505,0.184925113493594,2283,0.812980593491498,0.416313955594186
FALSE,"log_core_measurement_dbh","SCBI","JUNI","I(pet^2)",-0.129156814048884,0.0603570237492446,2283,-2.13988043190252,0.0324701501651856
FALSE,"log_core_measurement_dbh","SCBI","JUNI","pre",0.011872414051148,0.00166578172347399,2283,7.12723274835078,1.36770477140381e-12
FALSE,"log_core_measurement_dbh","SCBI","JUNI","I(pre^2)",-0.000262217389677993,3.95160712576704e-05,2283,-6.63571507319555,4.02031496441399e-11
FALSE,"log_core_measurement_dbh","SCBI","LITU","(Intercept)",-0.156806225618477,0.109647092885268,6870,-1.43009925290545,0.152734010625835
FALSE,"log_core_measurement_dbh","SCBI","LITU","pet",0.45659439099003,0.106769128025235,6870,4.2764645495851,1.92456653355144e-05
FALSE,"log_core_measurement_dbh","SCBI","LITU","I(pet^2)",-0.191012821160147,0.0354064686215835,6870,-5.39485660661754,7.08666267088778e-08
FALSE,"log_core_measurement_dbh","SCBI","LITU","pre",0.00805473636547704,0.000907076862795542,6870,8.87988294691252,8.42574949040813e-19
FALSE,"log_core_measurement_dbh","SCBI","LITU","I(pre^2)",-0.000141882676713104,2.16042092926959e-05,6870,-6.56736262785019,5.49556971658723e-11
FALSE,"log_core_measurement_dbh","SCBI","QUAL","(Intercept)",-0.0781653425320871,0.13870305631863,6201,-0.563544485656645,0.573084554268074
FALSE,"log_core_measurement_dbh","SCBI","QUAL","dbh",0.0249892456619084,0.00792470040854355,6201,3.15333632486191,0.00162186131269535
FALSE,"log_core_measurement_dbh","SCBI","QUAL","I(dbh^2)",-0.000251929682281694,0.000114473903624531,6201,-2.20076082237933,0.0277896893472691
FALSE,"log_core_measurement_dbh","SCBI","QUAL","pet",-0.0891704626179219,0.0787947508524506,6201,-1.13168024079295,0.257812652994135
FALSE,"log_core_measurement_dbh","SCBI","QUAL","I(pet^2)",-0.0392795761870156,0.0253117961878928,6201,-1.55182887438877,0.120754207217934
FALSE,"log_core_measurement_dbh","SCBI","QUAL","pre",0.00623224494471829,0.000771849250185167,6201,8.07443285489125,8.07855273189982e-16
FALSE,"log_core_measurement_dbh","SCBI","QUAL","I(pre^2)",-0.000129337526300205,1.8132820565124e-05,6201,-7.13278586945086,1.09557309447744e-12
FALSE,"log_core_measurement_dbh","SCBI","QUMO","(Intercept)",0.0032690785829884,0.111183449615563,5492,0.0294025648088077,0.976544595616032
FALSE,"log_core_measurement_dbh","SCBI","QUMO","dbh",0.00460110411183003,0.00227332996930474,5492,2.02394908524309,0.0430237118174658
FALSE,"log_core_measurement_dbh","SCBI","QUMO","pet",0.0544368997006763,0.0913030801395213,5492,0.596221941444809,0.551051541890983
FALSE,"log_core_measurement_dbh","SCBI","QUMO","I(pet^2)",-0.0553462029590197,0.0297584358953998,5492,-1.85984919212691,0.0629602925949373
FALSE,"log_core_measurement_dbh","SCBI","QUMO","pre",0.00573579184906088,0.00083766025138193,5492,6.84739647082246,8.34251262192466e-12
FALSE,"log_core_measurement_dbh","SCBI","QUMO","I(pre^2)",-0.000108667579201952,1.97731719581376e-05,5492,-5.49570799424676,4.066828562787e-08
FALSE,"log_core_measurement_dbh","SCBI","QURU","(Intercept)",-0.138108805603868,0.117850420692085,5266,-1.17189913105795,0.241290572355986
FALSE,"log_core_measurement_dbh","SCBI","QURU","dbh",0.0358239531003202,0.0056005575978093,5266,6.3964975763008,1.72721828956391e-10
FALSE,"log_core_measurement_dbh","SCBI","QURU","I(dbh^2)",-0.000358033472982771,7.01421000338352e-05,5266,-5.10440196130516,3.4350916208309e-07
FALSE,"log_core_measurement_dbh","SCBI","QURU","pet",0.262382073493875,0.0730345938031555,5266,3.59257250339549,0.000330419608397086
FALSE,"log_core_measurement_dbh","SCBI","QURU","I(pet^2)",-0.136386161579616,0.0240304985220906,5266,-5.67554441095923,1.45637663831642e-08
FALSE,"log_core_measurement_dbh","SCBI","QURU","pre",0.00243313280282466,0.000642753193927784,5266,3.78548535551585,0.000155114953805602
FALSE,"log_core_measurement_dbh","SCBI","QURU","I(pre^2)",-4.05331881566736e-05,1.51929760438752e-05,5266,-2.66788995385891,0.00765629835288207
FALSE,"log_core_measurement_dbh","SCBI","QUVE","(Intercept)",0.689975308838963,0.103758952685364,6420,6.64979060584031,3.17700206886441e-11
FALSE,"log_core_measurement_dbh","SCBI","QUVE","dbh",0.00136336405938849,0.00414483602521367,6420,0.328930758923861,0.742218753598932
FALSE,"log_core_measurement_dbh","SCBI","QUVE","I(dbh^2)",-0.000165035341228735,5.40322787436787e-05,6420,-3.05438425078532,0.00226447718118919
