"(Intercept)","pre","I(pre^2)","tmn","I(tmn^2)","Year","I(Year^2)","df","logLik","AICc","delta","weight","cw"
-0.658185031694913,0.00394624275265802,-4.28671252719853e-06,0.0133524451460978,NA,NA,NA,7,-906.739724628732,1827.53558960834,33.1065833812154,2.33334638517098e-08,0.99999996222923
-11.1267892657291,0.00191069080837983,NA,0.946245306506291,-0.0203167109759751,NA,NA,7,-906.890592827832,1827.83732600654,33.4083197794153,2.0065869720051e-08,0.9999999822951
-0.435903319799029,0.00187264913959237,NA,0.0142213260282896,NA,NA,NA,6,-908.022799799003,1828.08768376634,33.6586775392175,1.77049005414752e-08,1
-549.408803997812,NA,NA,0.0499583178919839,NA,0.554612211376362,-0.00014016082413685,7,-943.030323939876,1900.11678823063,105.687782003504,4.04736329478615e-24,1
-550.181447327379,NA,NA,0.125520273096675,-0.00164631374871913,0.554516229782614,-0.000140136288017042,8,-943.023320026214,1902.11885670238,107.689850475252,1.48740262617926e-24,1
-505.510620739223,NA,NA,NA,NA,0.510729059582608,-0.000128904211679848,6,-947.911571118618,1907.86522640557,113.436220178447,8.40659678590865e-26,1
-3.50709726798705,NA,NA,0.041255293006126,NA,0.00145277064424218,NA,6,-954.63119946493,1921.3044830982,126.875476871072,1.01466506109755e-28,1
-2.05614522794302,NA,NA,0.0413502996149016,NA,NA,3.62992134343899e-07,6,-954.690051908969,1921.42218798627,126.993181759148,9.56672773880982e-29,1
-4.59242643068929,NA,NA,0.135712278724611,-0.00205784396184888,0.00145382893414216,NA,7,-954.620260192333,1923.29666073554,128.867654508418,3.74737218355619e-29,1
-3.1386716981627,NA,NA,0.135653739494954,-0.00205449852215274,NA,3.63260814176432e-07,7,-954.679147979722,1923.41443631032,128.985430083196,3.53306955670712e-29,1
-0.826975320300668,NA,NA,0.049482428166744,NA,NA,NA,5,-956.749385073333,1923.52881521427,129.099808987141,3.3366843486092e-29,1
-1.75253172652237,NA,NA,0.130182378232826,-0.00175797336172332,NA,NA,6,-956.741390014393,1925.52486419712,131.095857969997,1.22992490232555e-29,1
-3.46196230730138,NA,NA,NA,NA,0.0019076950365232,NA,5,-957.984344227188,1925.99873352198,131.569727294851,9.70463438505043e-30,1
-1.56224789853067,NA,NA,NA,NA,NA,4.78826758752186e-07,5,-958.057674610598,1926.1453942888,131.716388061672,9.0184561388932e-30,1
0.304428142474646,NA,NA,NA,NA,NA,NA,4,-961.919785942056,1931.85959190413,137.430585677007,5.17976373891631e-31,1
