"(Intercept)","pre","I(pre^2)","tmn","I(tmn^2)","Year","I(Year^2)","df","logLik","AICc","delta","weight","cw"
-4.84793267629307,0.00222345934556712,NA,0.02321465666935,NA,0.00203627747219953,NA,7,-1413.67665612962,2841.39648882053,38.5945830606747,1.70705022478147e-09,0.999999991171432
-2.80914194041557,0.00222306413531869,NA,0.0232972973515557,NA,NA,5.0780375410824e-07,7,-1413.75792135445,2841.55901927019,38.7571135103358,1.57381347850023e-09,0.999999992745246
-4.83776264056431,0.00229110556927444,NA,NA,NA,0.00229254750814317,NA,6,-1414.92102079611,2841.87441153441,39.0725057745535,1.34420869528502e-09,0.999999994089455
-2.54587442877607,0.00229094954828253,NA,NA,NA,NA,5.73136627159318e-07,6,-1415.01100494827,2842.05437983874,39.252474078889,1.2285337155757e-09,0.999999995317988
-1.20058895177248,0.00462634776413893,-5.00644475997001e-06,0.0273201767139468,NA,NA,NA,7,-1414.2089408249,2842.4610582111,39.6591524512464,1.00248525406655e-09,0.999999996320474
1.44545280946442,0.00220331120755651,NA,-0.522935221509952,0.0119011281644994,0.00202259537524992,NA,8,-1413.22416388453,2842.50386189941,39.7019561395541,9.81258180383226e-10,0.999999997301732
3.47449186623314,0.0022029051015906,NA,-0.523178360028799,0.0119082256801138,NA,5.04335040113071e-07,8,-1413.30487503406,2842.66528419846,39.8633784386079,9.05171525093407e-10,0.999999998206903
5.75994213497664,0.00464799541687224,-5.0969130637038e-06,-0.579690041367753,0.0132253548840818,NA,NA,8,-1413.64852048462,2843.35257509959,40.5506693397351,6.41929834504217e-10,0.999999998848833
-0.611026749838773,0.00485838494656699,-5.32207513724237e-06,NA,NA,NA,NA,6,-1415.9903994542,2844.01316885059,41.21126309074,4.6136160593147e-10,0.999999999310195
-0.962214679913626,0.00220110643840892,NA,0.0292996485366754,NA,NA,NA,6,-1416.25397944826,2844.54032883872,41.7384230788689,3.54462350599985e-10,0.999999999664657
5.53781724535252,0.00218038673447143,NA,-0.537168825168918,0.0123428084229286,NA,NA,7,-1415.76651100623,2845.57619857376,42.7742928139019,2.11170796597275e-10,0.999999999875828
-0.310806592330593,0.00228622805726634,NA,NA,NA,NA,NA,5,-1418.30754228493,2846.6381970506,43.8362912907423,1.24172040842022e-10,1
-800.82259018087,NA,NA,-1.40133779878751,0.0322112255410989,0.826006219599516,-0.000208950928843458,8,-1474.45726127341,2964.97005667717,162.16815091732,2.50372706759385e-36,1
-816.506898135919,NA,NA,0.0778310100867255,NA,0.824684153431649,-0.000208611342059064,7,-1477.53229718078,2969.10777092285,166.305865162991,3.16296038230418e-37,1
-744.231166151613,NA,NA,NA,NA,0.752384019086614,-0.000190078910676356,6,-1490.99953993912,2994.03144982043,191.229544060574,1.22457572255501e-42,1
12.7418846782629,NA,NA,-1.39355890281727,0.0318710943027459,0.00133999843498808,NA,7,-1491.80838794406,2997.65995244942,194.85804668957,1.99556698618635e-43,1
14.0932538643456,NA,NA,-1.39361620077321,0.0318742439401569,NA,3.31891896190931e-07,7,-1491.86174270312,2997.76666196753,194.964756207678,1.89188456102694e-43,1
15.3719650299479,NA,NA,-1.39654191594648,0.0320306897740453,NA,NA,6,-1493.00377276686,2998.03991547592,195.238009716061,1.65028285471448e-43,1
-4.08815545950473,NA,NA,0.0700606970017774,NA,0.00135875686716074,NA,6,-1494.82675944213,3001.68588882646,198.88398306661,2.66590908104157e-44,1
-2.71999627687786,NA,NA,0.0701483639105149,NA,NA,3.36657397379206e-07,6,-1494.88079838636,3001.79396671493,198.99206095507,2.52566949422363e-44,1
-1.50708615493747,NA,NA,0.0744921263408017,NA,NA,NA,5,-1496.05609596502,3002.13530441079,199.333398650932,2.12939377360113e-44,1
-3.99594696877027,NA,NA,NA,NA,0.00212393100181352,NA,5,-1505.79854814137,3021.62020876348,218.818303003626,1.25072767446383e-48,1
-1.87408357564985,NA,NA,NA,NA,NA,5.31348843119092e-07,5,-1505.87870498286,3021.78052244645,218.978616686597,1.15438609134715e-48,1
0.197064119672314,NA,NA,NA,NA,NA,NA,4,-1508.98136649082,3025.97813536902,223.176229609164,1.41530819316053e-49,1
