"site","coreID","core_measurement","Year","species_code","genus","species","treeID","canopy_position","tree_status","dbh","agb","agb_inc","BAI","Date","CO2","residuals","wet","pet"
"NewMexico","NewMexico.lts339a",0.22,1982,"PIPO","Pinus","ponderosa","NewMexico.lts339",NA,"alive",22.105,0.0829279,0.0003847264,1.456958,"15/06/1982",341.444166666667,-0.691997312039431,-4.04743579863658,2.89952915100589
"NewMexico","NewMexico.lts339a",0.23,1983,"PIPO","Pinus","ponderosa","NewMexico.lts339",NA,"alive",22.158,0.08341505,0.0004871438,1.842496,"15/06/1983",343.063333333333,-0.324501508009168,-3.5045298302357,2.83506261321592
"NewMexico","NewMexico.lts339a",0.35,1984,"PIPO","Pinus","ponderosa","NewMexico.lts339",NA,"alive",22.214,0.08393178,0.0005167298,1.951582,"15/06/1984",344.679166666667,-0.233815804700624,-3.7776321368192,3.10393543677075
"NewMexico","NewMexico.lts339a",0.4,1985,"PIPO","Pinus","ponderosa","NewMexico.lts339",NA,"alive",22.297,0.08470146,0.0007696803,2.901585,"15/06/1985",346.113333333333,0.698843242787058,-2.63873180660829,2.9061356928037
"NewMexico","NewMexico.lts339a",0.4,1986,"PIPO","Pinus","ponderosa","NewMexico.lts339",NA,"alive",22.378,0.085457,0.0007555372,2.842101,"15/06/1986",347.4125,0.624799478852555,-3.28182572029411,2.67500280623801
"NewMexico","NewMexico.lts339a",0.39,1987,"PIPO","Pinus","ponderosa","NewMexico.lts339",NA,"alive",22.462,0.08624513,0.0007881291,2.958249,"15/06/1987",349.209166666667,0.731119847331673,-2.50191996581324,2.91053614129084
"NewMexico","NewMexico.lts339a",0.36,1988,"PIPO","Pinus","ponderosa","NewMexico.lts339",NA,"alive",22.535,0.08693387,0.0006887441,2.579861,"15/06/1988",351.5525,0.349692999940785,-2.42902222071723,2.87940909200164
"NewMexico","NewMexico.lts339a",0.19,1989,"PIPO","Pinus","ponderosa","NewMexico.lts339",NA,"alive",22.571,0.08727484,0.0003409663,1.275342,"15/06/1989",353.125833333333,-0.949033976375187,-4.48912174822778,3.2482761100681
"NewMexico","NewMexico.lts339a",0.25,1990,"PIPO","Pinus","ponderosa","NewMexico.lts339",NA,"alive",22.62,0.08774032,0.0004654877,1.739153,"15/06/1990",354.393333333333,-0.468700736049905,-3.40221583935538,3.18380957227709
"NewMexico","NewMexico.lts339a",0.5,1991,"PIPO","Pinus","ponderosa","NewMexico.lts339",NA,"alive",22.719,0.08868571,0.0009453912,3.525308,"15/06/1991",355.601666666667,1.34633759997444,-3.32230979263341,3.0193431298534
"NewMexico","NewMexico.lts339a",0.36,1992,"PIPO","Pinus","ponderosa","NewMexico.lts339",NA,"alive",22.784,0.08931001,0.0006242959,2.322968,"15/06/1992",356.4475,0.186488499902806,-3.12741235444455,2.82154925495131
"NewMexico","NewMexico.lts339a",0.16,1993,"PIPO","Pinus","ponderosa","NewMexico.lts339",NA,"alive",22.814,0.08959911,0.0002890967,1.074378,"15/06/1993",357.11,-1.00524024898508,-3.34951182265501,3.29041617764986
"NewMexico","NewMexico.lts339a",0.4,1994,"PIPO","Pinus","ponderosa","NewMexico.lts339",NA,"alive",22.884,0.09027603,0.0006769211,2.512379,"15/06/1994",358.831666666667,0.504194935670257,-3.40560586664652,3.55928313213746
"NewMexico","NewMexico.lts339a",0.29,1995,"PIPO","Pinus","ponderosa","NewMexico.lts339",NA,"alive",22.941,0.09082968,0.0005536533,2.05148,"15/06/1995",360.810833333333,0.128896556532241,-3.6756999926158,2.99481675329163
"NewMexico","NewMexico.lts339a",0.19,1996,"PIPO","Pinus","ponderosa","NewMexico.lts339",NA,"alive",22.979,0.09120001,0.0003703238,1.370488,"15/06/1996",362.618333333333,-0.453361736389216,-5.1278022352666,3.49702300554571
"NewMexico","NewMexico.lts339a",0.31,1997,"PIPO","Pinus","ponderosa","NewMexico.lts339",NA,"alive",23.042,0.09181612,0.000616114,2.277123,"15/06/1997",363.735,0.563494975975704,-2.81990193459389,2.86588986466561
"NewMexico","NewMexico.lts339a",0.2,1998,"PIPO","Pinus","ponderosa","NewMexico.lts339",NA,"alive",23.082,0.0922087,0.0003925811,1.449028,"15/06/1998",366.705,-0.145099089330724,-4.25599581870363,3.20142342224124
"NewMexico","NewMexico.lts339a",0.36,1999,"PIPO","Pinus","ponderosa","NewMexico.lts339",NA,"alive",23.166,0.09303666,0.0008279591,3.05114,"15/06/1999",368.3725,1.58309972730191,-3.14708988874992,2.77029024957185
"NewMexico","NewMexico.lts339a",0.05,2000,"PIPO","Pinus","ponderosa","NewMexico.lts339",NA,"alive",23.171,0.09308609,4.943461e-05,0.181965,"15/06/2000",369.565833333333,-1.15647373804392,-4.89719230007665,3.10582983515897
"NewMexico","NewMexico.lts339a",0.13,2001,"PIPO","Pinus","ponderosa","NewMexico.lts339",NA,"alive",23.2,0.09337315,0.0002870563,1.056171,"15/06/2001",371.1325,-0.152471246092228,-3.17929193729996,3.40803009119022
"NewMexico","NewMexico.lts339a",0,2002,"PIPO","Pinus","ponderosa","NewMexico.lts339",NA,"alive",23.2,0.09337315,0,0,"15/06/2002",373.278333333333,-1.08207385400817,-5.39938593789085,3.21023034722142
"NewMexico","NewMexico.lts339a",0,2003,"PIPO","Pinus","ponderosa","NewMexico.lts339",NA,"alive",23.206,0.09343261,5.946246e-05,0.2186831,"15/06/2003",375.809166666667,-0.74342286352184,-4.92847990603649,3.04576390479677
"NewMexico","NewMexico.lts339a",0.15,2004,"PIPO","Pinus","ponderosa","NewMexico.lts339",NA,"alive",23.234,0.09371043,0.0002778157,1.021269,"15/06/2004",377.553333333333,0.169363229901046,-4.14258229200443,2.94797009347207
"NewMexico","NewMexico.lts339a",0.23,2005,"PIPO","Pinus","ponderosa","NewMexico.lts339",NA,"alive",23.281,0.09417796,0.0004675348,1.717041,"15/06/2005",379.788333333333,0.96275261256803,-2.83468196729788,3.01683723869382
"NewMexico","NewMexico.lts339a",0,2006,"PIPO","Pinus","ponderosa","NewMexico.lts339",NA,"alive",23.281,0.09417796,0,0,"15/06/2006",381.895833333333,-0.671585724364449,-5.12677600048465,3.28570387528924
"NewMexico","NewMexico.lts339a",0.13,2007,"PIPO","Pinus","ponderosa","NewMexico.lts339",NA,"alive",23.31,0.09446719,0.0002892306,1.061182,"15/06/2007",383.800833333333,0.455643414447645,-3.48986998979099,2.92123746465359
"NewMexico","NewMexico.lts339a",0,2008,"PIPO","Pinus","ponderosa","NewMexico.lts339",NA,"alive",23.31,0.09446719,0,0,"15/06/2008",385.546666666667,-0.557218484735973,-3.88597241671678,3.09011038357373
"NewMexico","NewMexico.lts339a",0.15,2009,"PIPO","Pinus","ponderosa","NewMexico.lts339",NA,"alive",23.342,0.09478701,0.0003198172,1.172493,"15/06/2009",387.429166666667,0.645508642644774,-4.51107200089212,3.02564400472718
"NewMexico","NewMexico.lts339a",0.12,2010,"PIPO","Pinus","ponderosa","NewMexico.lts339",NA,"alive",23.37,0.09506742,0.0002804138,1.027251,"15/06/2010",389.9,0.512773191231315,-3.78416602832196,3.02784438791472
"NewMexico","NewMexico.lts339a",0,2011,"PIPO","Pinus","ponderosa","NewMexico.lts339",NA,"alive",23.37,0.09506742,0,0,"15/06/2011",391.6475,-0.518658825068581,-6.2952599956655,3.46337785012243
"NewMexico","NewMexico.lts339a",0.04,2012,"PIPO","Pinus","ponderosa","NewMexico.lts339",NA,"alive",23.378,0.09514764,8.021661e-05,0.2937263,"15/06/2012",393.856666666667,-0.244155804785844,-4.72936241017105,3.46558394343013
"NewMexico","NewMexico.lts339a",0,2013,"PIPO","Pinus","ponderosa","NewMexico.lts339",NA,"alive",23.378,0.09514764,0,0,"15/06/2013",396.52,-0.570012446482124,-5.45946204916531,3.06778407230449
"NewMexico","NewMexico.lts339a",0.09,2014,"PIPO","Pinus","ponderosa","NewMexico.lts339",NA,"alive",23.396,0.09532829,0.0001806473,0.6612518,"15/06/2014",398.643333333333,0.048675740800744,-4.38655606084655,2.9699843919137
"NewMexico","NewMexico.lts339a",0.26,2015,"PIPO","Pinus","ponderosa","NewMexico.lts339",NA,"alive",23.449,0.09586148,0.0005331926,1.949975,"15/06/2015",400.835,1.28703164791151,-2.21565013022385,2.70551820380196
"NewMexico","NewMexico.lts339a",0.08,2016,"PIPO","Pinus","ponderosa","NewMexico.lts339",NA,"alive",23.463,0.09600265,0.0001411642,0.5158244,"15/06/2016",404.245,-0.202713405080395,-4.20675256188905,3.24105759865383
"NewMexico","NewMexico.lts339a",0.19,2017,"PIPO","Pinus","ponderosa","NewMexico.lts339",NA,"alive",23.5,0.09637637,0.0003737228,1.364732,"15/06/2017",406.544166666667,0.58766699123461,-3.02385205830476,3.14325791826303
"NewMexico","NewMexico.lts339a",0,2018,"PIPO","Pinus","ponderosa","NewMexico.lts339",NA,"alive",23.5,0.09637637,0,0,"15/06/2018",408.525,-0.836755963559511,-5.94394602748532,3.37879141225985
"NewMexico","NewMexico.lts339b",1.1,1903,"PIPO","Pinus","ponderosa","NewMexico.lts339",NA,"alive",14.757,0.03112113,0.001068974,4.878912,"15/06/1903",296.652,1.37520697463721,-3.25772881214896,2.79225747799257
"NewMexico","NewMexico.lts339b",0.42,1904,"PIPO","Pinus","ponderosa","NewMexico.lts339",NA,"alive",14.844,0.03156635,0.0004452221,2.022626,"15/06/1904",297.0012,-1.66307049679015,-4.86183115366855,2.86113033334853
"NewMexico","NewMexico.lts339b",1.19,1905,"PIPO","Pinus","ponderosa","NewMexico.lts339",NA,"alive",15.063,0.03270403,0.001137674,5.14407,"15/06/1905",297.4366,1.27836112563816,-3.08693078375314,3.02999722427112
"NewMexico","NewMexico.lts339b",0.73,1906,"PIPO","Pinus","ponderosa","NewMexico.lts339",NA,"alive",15.205,0.03345472,0.0007506883,3.375685,"15/06/1906",297.8837,-0.665048053337966,-3.24102491470366,3.03219744852703
"NewMexico","NewMexico.lts339b",1.01,1907,"PIPO","Pinus","ponderosa","NewMexico.lts339",NA,"alive",15.412,0.03456747,0.001112753,4.977633,"15/06/1907",298.3233,0.770773350552686,-2.72411895839222,2.70106449839533
"NewMexico","NewMexico.lts339b",0.98,1908,"PIPO","Pinus","ponderosa","NewMexico.lts339",NA,"alive",15.606,0.03563028,0.001062815,4.726127,"15/06/1908",298.7272,0.366445380308063,-3.22322124134765,2.90327071887374
"NewMexico","NewMexico.lts339b",0.83,1909,"PIPO","Pinus","ponderosa","NewMexico.lts339",NA,"alive",15.762,0.03649897,0.0008686898,3.843274,"15/06/1909",299.0624,-0.651395489832292,-3.69132085798776,3.23880411751725
"NewMexico","NewMexico.lts339b",0.32,1910,"PIPO","Pinus","ponderosa","NewMexico.lts339",NA,"alive",15.823,0.03684207,0.0003430967,1.513215,"15/06/1910",299.3141,-3.09429628739867,-4.20041485303496,3.54100437356227
"NewMexico","NewMexico.lts339b",1.02,1911,"PIPO","Pinus","ponderosa","NewMexico.lts339",NA,"alive",16.022,0.03797474,0.00113267,4.97719,"15/06/1911",299.5416,0.282780730119605,-3.16250889290287,3.00987129627394
"NewMexico","NewMexico.lts339b",0.78,1912,"PIPO","Pinus","ponderosa","NewMexico.lts339",NA,"alive",16.172,0.03884209,0.0008673463,3.792766,"15/06/1912",299.82,-0.9595602287194,-3.22961136134068,2.87874418341896
"NewMexico","NewMexico.lts339b",0.83,1913,"PIPO","Pinus","ponderosa","NewMexico.lts339",NA,"alive",16.345,0.03985695,0.001014865,4.418211,"15/06/1913",300.1743,-0.360964432055642,-4.11771078008472,3.14761097897401
"NewMexico","NewMexico.lts339b",1.34,1914,"PIPO","Pinus","ponderosa","NewMexico.lts339",NA,"alive",16.617,0.04148412,0.001627164,7.041616,"15/06/1914",300.5865,2.26766596061155,-2.95080501449408,2.58314460014141
"NewMexico","NewMexico.lts339b",0.83,1915,"PIPO","Pinus","ponderosa","NewMexico.lts339",NA,"alive",16.792,0.04255143,0.001067314,4.591889,"15/06/1915",301.0586,-0.14490094507427,-3.21789897805644,2.81867809415221
"NewMexico","NewMexico.lts339b",1.13,1916,"PIPO","Pinus","ponderosa","NewMexico.lts339",NA,"alive",17.006,0.04387838,0.001326949,5.680606,"15/06/1916",301.5742,1.01161965046358,-3.42200139927414,3.42088456894357
"NewMexico","NewMexico.lts339b",0.58,1917,"PIPO","Pinus","ponderosa","NewMexico.lts339",NA,"alive",17.135,0.04468986,0.0008114803,3.459042,"15/06/1917",302.1061,-1.11388478217861,-4.71410095127926,3.02308469783181
"NewMexico","NewMexico.lts339b",0.8,1918,"PIPO","Pinus","ponderosa","NewMexico.lts339",NA,"alive",17.302,0.04575335,0.001063489,4.516808,"15/06/1918",302.6124,0.0648223407207755,-3.82119500185125,3.29195165233237
"NewMexico","NewMexico.lts339b",1.27,1919,"PIPO","Pinus","ponderosa","NewMexico.lts339",NA,"alive",17.558,0.0474121,0.00165875,7.009019,"15/06/1919",303.0476,2.69865136274899,-2.2302890207082,2.76081841609801
"NewMexico","NewMexico.lts339b",0.97,1920,"PIPO","Pinus","ponderosa","NewMexico.lts339",NA,"alive",17.753,0.04869882,0.001286726,5.407973,"15/06/1920",303.3881,1.25506011801287,-3.09539130028471,3.09635800169849
"NewMexico","NewMexico.lts339b",1.1,1921,"PIPO","Pinus","ponderosa","NewMexico.lts339",NA,"alive",17.983,0.05024243,0.001543604,6.455407,"15/06/1921",303.6591,2.47053216184351,-2.81449096360865,2.63189152749809
"NewMexico","NewMexico.lts339b",0.47,1922,"PIPO","Pinus","ponderosa","NewMexico.lts339",NA,"alive",18.063,0.05078594,0.0005435072,2.264837,"15/06/1922",303.8949,-1.54684505381556,-4.55058500140033,3.06742514866505
"NewMexico","NewMexico.lts339b",0.35,1923,"PIPO","Pinus","ponderosa","NewMexico.lts339",NA,"alive",18.115,0.05114105,0.0003551119,1.477535,"15/06/1923",304.1296,-2.16116106095918,-3.60067903179325,3.10295867446449
"NewMexico","NewMexico.lts339b",0.46,1924,"PIPO","Pinus","ponderosa","NewMexico.lts339",NA,"alive",18.214,0.05182112,0.0006800765,2.82474,"15/06/1924",304.3854,-0.646237196160201,-3.74378151113458,3.23849829185378
"NewMexico","NewMexico.lts339b",0.31,1925,"PIPO","Pinus","ponderosa","NewMexico.lts339",NA,"alive",18.284,0.05230516,0.0004840324,2.006582,"15/06/1925",304.6646,-1.30648758377691,-3.90688103709679,3.20736537351036
"NewMexico","NewMexico.lts339b",0.53,1926,"PIPO","Pinus","ponderosa","NewMexico.lts339",NA,"alive",18.395,0.05307809,0.000772936,3.197646,"15/06/1926",304.992,0.0288306760066503,-3.24597507497225,2.74289874036378
"NewMexico","NewMexico.lts339b",0.3,1927,"PIPO","Pinus","ponderosa","NewMexico.lts339",NA,"alive",18.461,0.05354082,0.0004627313,1.910478,"15/06/1927",305.3711,-1.13072829390642,-3.61706917768685,3.14509890104032
"NewMexico","NewMexico.lts339b",0.36,1928,"PIPO","Pinus","ponderosa","NewMexico.lts339",NA,"alive",18.533,0.05404831,0.0005074827,2.091961,"15/06/1928",305.7965,-0.840318961969396,-4.24117149033218,2.94730534404155
"NewMexico","NewMexico.lts339b",0.75,1929,"PIPO","Pinus","ponderosa","NewMexico.lts339",NA,"alive",18.683,0.05511459,0.001066279,4.384407,"15/06/1929",306.2273,1.54134366329504,-3.09827115906267,2.91617210780622
"NewMexico","NewMexico.lts339b",0.59,1930,"PIPO","Pinus","ponderosa","NewMexico.lts339",NA,"alive",18.808,0.0560125,0.0008979158,3.68067,"15/06/1930",306.6139,0.907103269112644,-3.56036512727249,2.91837233206066
"NewMexico","NewMexico.lts339b",0.51,1931,"PIPO","Pinus","ponderosa","NewMexico.lts339",NA,"alive",18.917,0.05680245,0.0007899516,3.229577,"15/06/1931",306.9661,0.506750452206998,-3.30145916317952,3.02057246094752
"NewMexico","NewMexico.lts339b",0.62,1932,"PIPO","Pinus","ponderosa","NewMexico.lts339",NA,"alive",19.031,0.05763562,0.0008331663,3.397689,"15/06/1932",307.3024,0.708695099040739,-3.15856158139099,3.02277887215904
"NewMexico","NewMexico.lts339b",0.5,1933,"PIPO","Pinus","ponderosa","NewMexico.lts339",NA,"alive",19.139,0.05843155,0.0007959294,3.237694,"15/06/1933",307.6412,0.568230312182351,-4.07866116018179,2.79164582665798
"NewMexico","NewMexico.lts339b",0.16,1934,"PIPO","Pinus","ponderosa","NewMexico.lts339",NA,"alive",19.174,0.05869088,0.0002593265,1.053184,"15/06/1934",307.9971,-1.6078528484836,-4.28475514597635,3.42717941603428
"NewMexico","NewMexico.lts339b",0.48,1935,"PIPO","Pinus","ponderosa","NewMexico.lts339",NA,"alive",19.272,0.05942062,0.0007297403,2.959151,"15/06/1935",308.3682,0.299043951989198,-3.28184922378476,2.66271275109727
"NewMexico","NewMexico.lts339b",0.32,1936,"PIPO","Pinus","ponderosa","NewMexico.lts339",NA,"alive",19.338,0.0599151,0.00049448,2.001399,"15/06/1936",308.7454,-0.661462987792829,-4.3859515494277,3.19825246385232
"NewMexico","NewMexico.lts339b",0.42,1937,"PIPO","Pinus","ponderosa","NewMexico.lts339",NA,"alive",19.431,0.06061601,0.0007009097,2.831766,"15/06/1937",309.1504,0.166276972133531,-3.77805119062078,2.93378595786067
"NewMexico","NewMexico.lts339b",0.22,1938,"PIPO","Pinus","ponderosa","NewMexico.lts339",NA,"alive",19.477,0.06096449,0.0003484809,1.405681,"15/06/1938",309.6082,-1.25869380147037,-4.53414522403492,2.9359861821138
"NewMexico","NewMexico.lts339b",0.27,1939,"PIPO","Pinus","ponderosa","NewMexico.lts339",NA,"alive",19.531,0.06137509,0.0004106042,1.654388,"15/06/1939",310.0768,-1.00190102002815,-4.45523923120691,3.33818650173418
"NewMexico","NewMexico.lts339b",0.31,1940,"PIPO","Pinus","ponderosa","NewMexico.lts339",NA,"alive",19.592,0.0618409,0.0004658053,1.874355,"15/06/1940",310.4871,-0.764188667331606,-3.62234165167597,3.1737259283862
"NewMexico","NewMexico.lts339b",0.56,1941,"PIPO","Pinus","ponderosa","NewMexico.lts339",NA,"alive",19.702,0.06268618,0.0008452817,3.394758,"15/06/1941",310.7975,0.785637794781155,-1.78844124607522,2.54259294646201
"NewMexico","NewMexico.lts339b",0.52,1942,"PIPO","Pinus","ponderosa","NewMexico.lts339",NA,"alive",19.807,0.06349942,0.0008132412,3.258181,"15/06/1942",310.9933,0.691421817082136,-4.17153527751943,3.21145983738106
"NewMexico","NewMexico.lts339b",0.45,1943,"PIPO","Pinus","ponderosa","NewMexico.lts339",NA,"alive",19.902,0.06424059,0.0007411746,2.962801,"15/06/1943",311.0459,0.45179233485899,-4.05562934375828,3.14699345854487
"NewMexico","NewMexico.lts339b",0.78,1944,"PIPO","Pinus","ponderosa","NewMexico.lts339",NA,"alive",20.054,0.06543714,0.001196551,4.769968,"15/06/1944",310.989,2.32773794514692,-3.41873174414117,3.01586618674032
"NewMexico","NewMexico.lts339b",0.42,1945,"PIPO","Pinus","ponderosa","NewMexico.lts339",NA,"alive",20.131,0.06604832,0.0006111734,2.430214,"15/06/1945",310.8733,0.0686519133762595,-4.21283131178098,3.1847332366045
"NewMexico","NewMexico.lts339b",0.25,1946,"PIPO","Pinus","ponderosa","NewMexico.lts339",NA,"alive",20.186,0.06648694,0.0004386265,1.741569,"15/06/1946",310.8083,-0.529276875941099,-4.66492520584231,3.25360006394448
"NewMexico","NewMexico.lts339b",0.16,1947,"PIPO","Pinus","ponderosa","NewMexico.lts339",NA,"alive",20.217,0.06673493,0.0002479885,0.9837057,"15/06/1947",310.8038,-1.18881013948266,-4.27501942604873,3.2224669866517
"NewMexico","NewMexico.lts339b",0.55,1948,"PIPO","Pinus","ponderosa","NewMexico.lts339",NA,"alive",20.32,0.06756285,0.0008279172,3.279282,"15/06/1948",310.8721,1.20981906157402,-3.08112165424559,3.09133987379209
"NewMexico","NewMexico.lts339b",0.76,1949,"PIPO","Pinus","ponderosa","NewMexico.lts339",NA,"alive",20.464,0.06873057,0.001167719,4.612562,"15/06/1949",311.0242,2.64768402365002,-3.10922135630882,2.69354016162139
"NewMexico","NewMexico.lts339b",0.12,1950,"PIPO","Pinus","ponderosa","NewMexico.lts339",NA,"alive",20.487,0.06891819,0.0001876232,0.7397453,"15/06/1950",311.2407,-1.12233823363854,-5.09331535094128,3.02907371920555
"NewMexico","NewMexico.lts339b",0.17,1951,"PIPO","Pinus","ponderosa","NewMexico.lts339",NA,"alive",20.515,0.06914702,0.0002288262,0.9016811,"15/06/1951",311.4847,-0.86268241185995,-4.45040939515617,3.29794051475541
"NewMexico","NewMexico.lts339b",0.26,1952,"PIPO","Pinus","ponderosa","NewMexico.lts339",NA,"alive",20.573,0.06962247,0.0004754512,1.871686,"15/06/1952",311.7859,0.196886820461891,-3.1445117778123,3.10014679880662
"NewMexico","NewMexico.lts339b",0.14,1953,"PIPO","Pinus","ponderosa","NewMexico.lts339",NA,"alive",20.596,0.06981156,0.0001890859,0.7436833,"15/06/1953",312.1931,-0.852436763257954,-4.38461137303037,3.06901356256694
"NewMexico","NewMexico.lts339b",0.27,1954,"PIPO","Pinus","ponderosa","NewMexico.lts339",NA,"alive",20.643,0.07019892,0.0003873596,1.522285,"15/06/1954",312.7537,-0.00829205902701613,-4.35470544058721,3.33788051706193
"NewMexico","NewMexico.lts339b",0.2,1955,"PIPO","Pinus","ponderosa","NewMexico.lts339",NA,"alive",20.68,0.07050478,0.0003058595,1.200835,"15/06/1955",313.4586,-0.279008798398527,-4.22579936413202,2.84008090025747
"NewMexico","NewMexico.lts339b",0,1956,"PIPO","Pinus","ponderosa","NewMexico.lts339",NA,"alive",20.68,0.07050478,0,0,"15/06/1956",314.126,-1.44495067250056,-5.36990187788882,3.57562042227379
"NewMexico","NewMexico.lts339b",0.19,1957,"PIPO","Pinus","ponderosa","NewMexico.lts339",NA,"alive",20.712,0.07076996,0.0002651813,1.040294,"15/06/1957",314.6769,-0.385960086487973,-3.37300142491702,2.77782061473408
"NewMexico","NewMexico.lts339b",0.14,1958,"PIPO","Pinus","ponderosa","NewMexico.lts339",NA,"alive",20.75,0.07108565,0.0003156937,1.237439,"15/06/1958",315.1709,-0.186002580867938,-3.68509544046885,3.14668747386083
"NewMexico","NewMexico.lts339b",0.17,1959,"PIPO","Pinus","ponderosa","NewMexico.lts339",NA,"alive",20.785,0.07137718,0.0002915331,1.141753,"15/06/1959",315.6582,-0.293818528423507,-3.7951894817615,2.94888772989899
"NewMexico","NewMexico.lts339b",0.36,1960,"PIPO","Pinus","ponderosa","NewMexico.lts339",NA,"alive",20.85,0.07192055,0.0005433675,2.125503,"15/06/1960",316.1464,0.664358712572306,-4.22829192252938,3.01776058524783
"NewMexico","NewMexico.lts339b",0.18,1961,"PIPO","Pinus","ponderosa","NewMexico.lts339",NA,"alive",20.885,0.07221419,0.0002936366,1.147251,"15/06/1961",316.667,-0.350949070313709,-3.85539148239678,3.08662757153053
"NewMexico","NewMexico.lts339b",0.29,1962,"PIPO","Pinus","ponderosa","NewMexico.lts339",NA,"alive",20.944,0.07271085,0.0004966663,1.938293,"15/06/1962",317.2378,0.393855553369297,-4.83648551555296,3.08882779577893
"NewMexico","NewMexico.lts339b",0.24,1963,"PIPO","Pinus","ponderosa","NewMexico.lts339",NA,"alive",20.994,0.07313341,0.000422561,1.646901,"15/06/1963",317.8368,0.0495555868556039,-4.31457945619046,3.29102798823798
"NewMexico","NewMexico.lts339b",0.2,1964,"PIPO","Pinus","ponderosa","NewMexico.lts339",NA,"alive",21.035,0.07348105,0.0003476398,1.353389,"15/06/1964",318.4488,-0.300952379509663,-4.97468184732016,3.15990087537512
"NewMexico","NewMexico.lts339b",0.46,1965,"PIPO","Pinus","ponderosa","NewMexico.lts339",NA,"alive",21.128,0.07427343,0.0007923766,3.079671,"15/06/1965",319.1043,1.36676374242541,-2.73678154064979,2.66210109962289
"NewMexico","NewMexico.lts339b",0.38,1966,"PIPO","Pinus","ponderosa","NewMexico.lts339",NA,"alive",21.2,0.07489055,0.0006171234,2.393592,"15/06/1966",319.8608,0.622875885149875,-4.13287549983848,3.16430148281615
"NewMexico","NewMexico.lts339b",0.16,1967,"PIPO","Pinus","ponderosa","NewMexico.lts339",NA,"alive",21.232,0.07516587,0.0002753109,1.066432,"15/06/1967",320.7604,-0.759310533355284,-4.41796946949927,2.76650161169606
"NewMexico","NewMexico.lts339b",0.4,1968,"PIPO","Pinus","ponderosa","NewMexico.lts339",NA,"alive",21.308,0.07582229,0.0006564255,2.539224,"15/06/1968",321.7668,0.66287313843675,-3.9870719831058,3.00204129265558
"NewMexico","NewMexico.lts339b",0.34,1969,"PIPO","Pinus","ponderosa","NewMexico.lts339",NA,"alive",21.388,0.07651718,0.0006948887,2.682669,"15/06/1969",322.824,0.761312096170728,-2.72217159481923,2.93757459592268
"NewMexico","NewMexico.lts339b",0.23,1970,"PIPO","Pinus","ponderosa","NewMexico.lts339",NA,"alive",21.428,0.07686614,0.0003489572,1.345104,"15/06/1970",323.8883,-0.614956172123066,-4.23526564499986,3.03977488374766
"NewMexico","NewMexico.lts339b",0.19,1971,"PIPO","Pinus","ponderosa","NewMexico.lts339",NA,"alive",21.463,0.0771723,0.000306168,1.179028,"15/06/1971",324.9674,-0.813217548603681,-4.65335969038661,3.00864196539566
"NewMexico","NewMexico.lts339b",0.41,1972,"PIPO","Pinus","ponderosa","NewMexico.lts339",NA,"alive",21.556,0.07798962,0.0008173126,3.142195,"15/06/1972",326.0949,1.12404002709511,-4.40646198073473,2.97751475716366
"NewMexico","NewMexico.lts339b",0.34,1973,"PIPO","Pinus","ponderosa","NewMexico.lts339",NA,"alive",21.621,0.07856413,0.0005745157,2.204224,"15/06/1973",327.2837,0.165792520300746,-3.18056160283267,2.81304831474305
"NewMexico","NewMexico.lts339b",0.13,1974,"PIPO","Pinus","ponderosa","NewMexico.lts339",NA,"alive",21.645,0.07877695,0.0002128128,0.8155449,"15/06/1974",329.7425,-1.23849457607571,-4.69365564097926,3.44858190411137
"NewMexico","NewMexico.lts339b",0.37,1975,"PIPO","Pinus","ponderosa","NewMexico.lts339",NA,"alive",21.724,0.07948007,0.0007031233,2.690893,"15/06/1975",331.166363636364,0.624726520529543,-3.82574966097328,2.78411546169034
"NewMexico","NewMexico.lts339b",0.38,1976,"PIPO","Pinus","ponderosa","NewMexico.lts339",NA,"alive",21.798,0.08014234,0.0006622722,2.529475,"15/06/1976",332.055,0.453362437661914,-4.07385206325044,2.91965507906989
"NewMexico","NewMexico.lts339b",0.18,1977,"PIPO","Pinus","ponderosa","NewMexico.lts339",NA,"alive",21.832,0.08044782,0.0003054753,1.165075,"15/06/1977",333.8375,-0.920099415021671,-3.71095166089514,3.05518850949188
"NewMexico","NewMexico.lts339b",0.21,1978,"PIPO","Pinus","ponderosa","NewMexico.lts339",NA,"alive",21.873,0.08081718,0.000369365,1.407359,"15/06/1978",335.415,-0.687172209852508,-3.66604565884636,3.05738873373692
"NewMexico","NewMexico.lts339b",0.37,1979,"PIPO","Pinus","ponderosa","NewMexico.lts339",NA,"alive",21.945,0.08146847,0.0006512875,2.47785,"15/06/1979",336.85,0.372710690008821,-2.67813984081763,2.89292229131511
"NewMexico","NewMexico.lts339b",0.34,1980,"PIPO","Pinus","ponderosa","NewMexico.lts339",NA,"alive",22.006,0.0820229,0.0005544322,2.105661,"15/06/1980",338.768333333333,-0.0119813319870308,-4.06024216283253,3.3951285435714
"NewMexico","NewMexico.lts339b",0.32,1981,"PIPO","Pinus","ponderosa","NewMexico.lts339",NA,"alive",22.063,0.08254318,0.0005202772,1.972868,"15/06/1981",340.109166666667,-0.159434162709584,-3.89334165684451,2.99732899033988
