"(Intercept)","tmx","I(tmx^2)","wet","I(wet^2)","Year","I(Year^2)","df","logLik","AICc","delta","weight","cw"
163.090730406571,0.0160735895538765,-1.32093155985466e-05,NA,NA,-0.165529155787682,4.20520821345456e-05,8,-24055.7753891262,48127.5531218118,739.596248051894,2.01713387854704e-161,1
192.356213724389,NA,NA,0.0134777477834044,NA,-0.195843213350834,4.98584040038963e-05,7,-24076.1557718407,48166.3133664202,778.356492660285,7.72777641438369e-170,1
192.960016240418,NA,NA,0.0238086988627255,-0.000339617174019221,-0.196548055102767,5.00406584609534e-05,8,-24075.4632326649,48166.9288088892,778.971935129302,5.68084466382369e-170,1
2.4185499110442,0.0163487919326296,NA,NA,NA,-0.00111133770094473,NA,6,-24084.3770423262,48180.7554516842,792.798577924346,5.6493122470141e-173,1
1.32332445289103,0.016349062531628,NA,NA,NA,NA,-2.8183525527154e-07,6,-24084.7611945605,48181.5237561527,793.566882392828,3.84733837217123e-173,1
2.42350508844938,0.0159458515987223,6.33046346305014e-05,NA,NA,-0.00111365207198238,NA,7,-24084.351123522,48182.7040697827,794.747196022814,2.13235022259581e-173,1
1.32600709442474,0.0159491799020095,6.28255220073357e-05,NA,NA,NA,-2.82425191649973e-07,7,-24084.7356673355,48183.4731574096,795.516283649762,1.4516211245515e-173,1
0.244337243527407,0.0161013869181852,NA,NA,NA,NA,NA,5,-24107.1555996532,48224.3121757418,836.355301981945,1.96685853903165e-182,1
0.243981914082946,0.0164363154371593,-5.25513967398421e-05,NA,NA,NA,NA,6,-24107.137670975,48226.2767089818,838.319835221948,7.3651255211591e-183,1
1.8472819703804,NA,NA,0.0134988672368152,NA,-0.000897897586353645,NA,6,-24116.8392168144,48245.6798006606,857.722926900693,4.50663441416194e-187,1
0.958908567148753,NA,NA,0.0134990981370077,NA,NA,-2.26795728852538e-07,6,-24117.2095493191,48246.4204656699,858.463591910055,3.11185222802023e-187,1
1.77467365305611,NA,NA,0.0215996696065889,-0.000266304861420014,-0.0008918024510444,NA,7,-24116.4127389115,48246.8273005618,858.870426801892,2.53907711562381e-187,1
0.892106084182514,NA,NA,0.0216142074172664,-0.000266775264756587,NA,-2.25225543211264e-07,7,-24116.7815687826,48247.5649603039,859.608086544016,1.7558811376185e-187,1
0.0897795071626215,NA,NA,0.0135094292762679,NA,NA,NA,5,-24131.8480359466,48273.6970483285,885.740174568644,3.71521796960256e-193,1
0.0147370164470107,NA,NA,0.0235278954858943,-0.000329348527648623,NA,NA,6,-24131.1945766892,48274.3905204101,886.433646650257,2.62662908795271e-193,1
195.374950156497,NA,NA,NA,NA,-0.198701788954517,5.05857256858703e-05,6,-24310.9714456602,48633.9442583521,1245.98738459227,2.20443136439214e-271,1
2.08790549184795,NA,NA,NA,NA,-0.000912991063300745,NA,5,-24352.6117065237,48715.2243894827,1327.26751572282,4.93787807590973e-289,1
1.18462219722833,NA,NA,NA,NA,NA,-2.30613335991313e-07,5,-24352.9916166154,48715.9842096662,1328.02733590632,3.3771278775083e-289,1
0.301030335637469,NA,NA,NA,NA,NA,NA,4,-24368.0422774378,48744.0852058219,1356.12833206201,2.66989217579859e-295,1
